fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
10.2,0.51,0.71,6.0,0.097,5.0,24.0,0.998,2.87,0.69,10.5
7.1,0.7,0.07,2.0,0.075,40.0,30.0,0.996,3.35,0.58,10.3
7.6,0.66,0.2,2.5,0.075,17.0,139.0,0.996,3.18,0.39,9.6
6.6,0.36,0.02,2.7,0.073,4.0,9.0,0.996,3.69,0.54,11.6
7.2,0.46,0.26,1.5,0.077,6.0,15.0,0.996,3.33,0.59,9.7
10.3,0.37,0.4,1.6,0.063,11.0,19.0,0.996,3.3,0.63,10.0
10.1,0.38,0.56,1.9,0.1,15.0,26.0,0.997,3.11,1.01,9.6
9.6,0.49,0.47,2.6,0.066,9.0,65.0,0.997,3.1,0.58,9.8
8.4,0.76,0.05,1.9,0.069,9.0,15.0,0.997,3.34,0.6,9.5
7.2,0.34,0.44,4.4,0.051,46.0,123.0,0.996,3.29,0.55,10.9
7.0,1.14,0.0,1.7,0.058,10.0,43.0,0.994,3.19,0.39,9.5
7.2,0.63,0.07,2.5,0.066,6.0,13.0,0.998,3.54,0.62,9.4
6.8,0.3,0.35,2.9,0.064,35.0,139.0,0.996,3.32,0.75,10.5
7.0,0.63,0.24,2.0,0.084,14.0,48.0,0.996,3.57,0.68,12.1
7.1,0.7,0.1,1.9,0.069,5.0,25.0,0.994,3.37,0.62,12.6
7.6,0.53,0.09,2.1,0.079,19.0,32.0,0.996,3.21,0.46,9.6
9.8,0.21,0.55,2.7,0.073,15.0,47.0,0.997,3.32,0.8,10.6
8.3,0.36,0.24,2.3,0.07,10.0,25.0,0.997,3.06,0.79,10.2
7.1,0.62,0.15,2.1,0.077,3.0,11.0,0.996,3.31,0.8,10.5
8.9,0.7,0.14,5.7,0.099,7.0,35.0,0.998,3.25,0.59,10.0
7.7,0.63,0.4,2.3,0.086,6.0,38.0,0.996,3.42,0.56,11.0
9.6,0.56,0.28,2.7,0.072,6.0,15.0,0.998,3.28,0.51,9.6
7.8,0.64,0.14,2.2,0.085,16.0,19.0,0.997,3.44,0.71,9.7
8.1,0.43,0.41,2.4,0.089,26.0,111.0,0.996,3.13,0.62,9.5
10.2,0.66,0.17,2.3,0.094,18.0,67.0,0.999,3.23,0.78,9.4
10.6,0.35,0.51,2.6,0.121,11.0,23.0,0.997,3.17,0.81,10.0
7.1,0.66,0.25,2.2,0.072,4.0,13.0,0.996,3.49,0.74,10.1
6.2,0.69,0.0,1.7,0.069,11.0,12.0,0.996,3.61,0.73,9.7
8.3,0.4,0.38,2.1,0.08,10.0,18.0,0.996,3.15,0.91,10.5
7.2,0.87,0.21,2.6,0.085,9.0,82.0,0.997,3.29,0.64,9.5
7.7,0.65,0.25,1.5,0.092,4.0,26.0,0.994,3.29,0.56,11.9
6.6,0.57,0.15,2.2,0.061,14.0,111.0,0.99315,3.33,0.58,12.4
7.8,0.48,0.14,1.9,0.078,9.0,19.0,0.996,3.32,0.6,10.6
7.7,0.55,0.14,1.6,0.086,9.0,29.0,0.996,3.2,0.95,9.6
7.1,0.37,0.31,1.7,0.063,6.0,17.0,0.996,3.37,1.12,9.9
7.0,0.61,0.26,2.7,0.058,16.0,40.0,0.994,3.12,0.55,12.5
8.9,0.34,0.48,2.5,0.099,23.0,18.0,0.996,3.18,1.02,10.8
8.1,0.64,0.11,1.5,0.079,13.0,52.0,0.996,3.35,0.49,9.2
6.6,0.58,0.3,2.4,0.082,10.0,23.0,0.996,3.47,0.68,11.4
7.2,0.5,0.19,1.8,0.085,44.0,56.0,0.996,3.54,0.74,11.3
10.5,0.39,0.49,2.5,0.081,17.0,56.0,0.997,3.25,0.54,11.0
9.2,0.53,0.53,2.9,0.082,27.0,63.0,0.996,3.22,0.79,11.2
7.2,0.39,0.12,2.3,0.117,58.0,123.0,1.0,3.29,1.13,8.9
10.6,0.26,0.66,1.9,0.088,6.0,20.0,0.998,3.19,0.93,10.1
9.4,0.3,0.43,6.6,0.094,9.0,58.0,0.998,3.18,0.82,9.5
6.9,0.43,0.27,2.0,0.06,28.0,45.0,0.996,3.51,0.5,10.5
6.3,0.96,0.06,1.4,0.095,29.0,85.0,0.995,3.39,0.77,9.6
8.4,0.5,0.34,2.8,0.084,11.0,21.0,0.998,3.29,0.76,9.8
7.3,0.59,0.04,1.8,0.098,11.0,58.0,0.996,3.36,0.52,10.4
6.2,0.6,0.02,1.6,0.159,10.0,31.0,0.994,3.33,0.84,9.6
8.1,0.3,0.44,2.6,0.096,20.0,13.0,0.995,3.4,0.95,12.7
9.4,0.41,0.38,1.4,0.081,10.0,65.0,0.997,3.29,0.69,9.6
9.0,0.73,0.4,2.1,0.076,31.0,85.0,0.998,3.44,0.55,10.9
8.9,0.69,0.4,3.7,0.092,47.0,62.0,0.997,3.18,0.58,10.5
6.6,0.73,0.01,2.2,0.111,53.0,140.0,0.999,3.41,0.69,9.1
7.7,0.64,0.22,2.4,0.074,6.0,31.0,0.996,3.29,0.56,10.1
7.0,0.55,0.01,1.7,0.063,15.0,18.0,0.996,3.52,0.54,10.5
6.3,0.38,0.23,2.2,0.063,48.0,106.0,0.994,3.42,0.58,12.5
8.7,0.65,0.06,1.8,0.073,24.0,73.0,0.997,3.1,0.51,9.5
9.0,0.49,0.46,2.3,0.093,29.0,51.0,1.0,3.33,0.74,9.4
10.3,0.56,0.35,3.3,0.087,16.0,59.0,0.998,3.1,1.07,9.6
6.2,0.53,0.1,2.6,0.077,11.0,45.0,0.99297,3.4,0.78,12.8
8.5,0.37,0.09,1.6,0.063,15.0,20.0,0.996,3.22,0.58,10.1
7.7,0.72,0.0,2.0,0.068,9.0,18.0,0.997,3.3,0.5,9.6
7.6,0.45,0.05,1.3,0.042,4.0,9.0,0.996,3.57,0.66,9.6
11.3,0.51,0.55,1.9,0.082,15.0,30.0,0.997,3.14,0.61,10.5
10.6,0.92,0.1,3.4,0.097,11.0,25.0,1.0,3.18,0.57,9.5
9.3,0.36,0.49,2.0,0.069,12.0,25.0,0.998,3.48,0.68,10.6
7.7,0.44,0.49,2.6,0.172,10.0,61.0,0.997,3.24,0.72,10.5
7.7,0.17,0.5,2.5,0.095,30.0,55.0,0.996,3.36,0.68,11.8
6.5,0.53,0.01,2.0,0.097,41.0,98.0,0.995,3.29,0.53,9.9
9.0,0.38,0.4,2.0,0.064,6.0,13.0,0.994,3.34,0.44,12.9
9.5,0.34,0.43,2.9,0.081,31.0,144.0,0.998,3.23,0.57,10.0
15.4,0.31,0.53,2.0,0.077,16.0,19.0,1.0022,2.98,0.73,9.3
8.5,0.62,0.43,1.5,0.078,22.0,64.0,0.996,3.23,0.64,9.5
7.0,0.45,0.08,2.3,0.073,5.0,13.0,0.996,3.36,0.69,11.9
10.0,0.5,0.58,2.1,0.082,6.0,59.0,0.998,3.28,0.63,9.9
7.4,0.32,0.35,1.8,0.14,14.0,30.0,0.996,3.33,0.71,10.4
9.1,0.39,0.46,1.8,0.087,13.0,45.0,0.999,3.3,0.58,9.1
7.1,0.26,0.48,1.9,0.054,14.0,24.0,0.996,3.58,0.63,10.2
6.3,0.93,0.02,1.9,0.083,9.0,17.0,0.996,3.27,0.6,9.5
7.9,0.65,0.02,1.6,0.113,10.0,62.0,0.996,3.21,0.55,9.5
8.4,0.56,0.46,3.8,0.075,10.0,43.0,0.999,3.32,0.65,9.0
11.0,0.57,0.34,1.9,0.083,12.0,23.0,0.996,3.24,0.61,11.3
8.4,0.47,0.34,2.4,0.073,20.0,43.0,0.996,3.23,0.57,11.7
9.3,0.38,0.19,2.6,0.074,26.0,72.0,0.996,3.11,0.6,10.5
11.7,0.33,0.33,2.0,0.075,5.0,15.0,0.998,3.04,0.79,10.2
8.3,0.6,0.11,7.2,0.075,30.0,137.0,0.998,3.36,0.68,9.8
12.4,0.3,0.73,1.9,0.086,25.0,71.0,1.00208,3.04,0.83,9.4
7.1,0.43,0.26,2.0,0.099,55.0,40.0,0.996,3.41,0.9,9.5
10.4,0.3,0.57,2.8,0.073,23.0,102.0,0.999,3.12,0.66,9.5
6.5,0.65,0.05,2.2,0.087,22.0,22.0,0.995,3.32,0.82,10.1
7.8,0.45,0.49,2.1,0.085,36.0,26.0,0.995,3.44,0.62,12.5
6.6,0.6,0.11,1.8,0.062,11.0,25.0,0.994,3.3,0.48,11.8
7.6,0.49,0.24,4.3,0.075,41.0,86.0,0.998,3.37,0.63,9.6
6.9,0.3,0.34,2.3,0.109,14.0,26.0,0.997,3.38,0.55,9.8
11.7,0.59,0.37,5.1,0.095,21.0,27.0,0.998,3.11,0.66,10.5
7.3,0.47,0.33,1.6,0.08,4.0,11.0,0.996,3.29,1.09,10.4
7.8,0.31,0.49,3.4,0.072,33.0,138.0,0.997,3.23,0.7,9.5
7.2,0.63,0.26,2.4,0.075,14.0,25.0,0.997,3.58,0.62,9.6
6.6,0.32,0.28,2.5,0.065,31.0,95.0,0.997,3.5,1.33,10.4
7.0,0.42,0.12,2.4,0.083,17.0,65.0,0.996,3.14,0.54,10.0
6.8,0.36,0.11,2.2,0.072,13.0,91.0,0.995,3.21,0.54,10.0
6.9,0.82,0.03,2.1,0.061,6.0,40.0,0.994,3.52,0.42,13.5
7.0,0.36,0.19,3.7,0.107,11.0,67.0,0.996,3.16,0.43,9.2
9.9,0.5,0.15,4.1,0.053,7.0,31.0,0.998,3.28,0.62,12.0
7.2,0.39,0.2,1.9,0.061,6.0,10.0,0.994,3.47,0.76,13.0
9.4,0.37,0.7,2.6,0.082,16.0,62.0,1.0,3.28,0.55,9.3
8.1,0.39,0.55,1.6,0.108,9.0,31.0,0.996,3.2,0.67,10.4
7.4,0.63,0.2,2.0,0.064,23.0,82.0,0.997,3.35,0.5,9.4
9.9,0.61,0.23,1.6,0.066,7.0,23.0,0.998,3.23,0.61,10.2
12.7,0.67,0.24,2.3,0.074,10.0,29.0,1.00306,3.24,0.59,9.2
6.9,0.3,0.28,2.5,0.096,33.0,40.0,0.996,3.27,0.65,10.0
7.5,0.59,0.11,2.1,0.092,2.0,12.0,0.997,3.18,0.68,9.7
9.0,0.53,0.43,2.1,0.084,31.0,46.0,0.996,3.2,1.05,11.1
11.0,0.3,0.54,2.9,0.077,30.0,36.0,0.997,3.24,0.58,10.6
8.2,0.35,0.36,2.3,0.119,15.0,42.0,0.997,3.16,0.75,8.9
9.2,0.54,0.37,2.3,0.087,12.0,30.0,0.998,3.23,0.64,9.9
7.7,0.43,0.34,2.8,0.072,13.0,13.0,0.996,3.36,0.7,12.7
10.1,0.35,0.51,2.6,0.073,15.0,44.0,0.997,3.29,0.55,10.5
8.0,0.74,0.29,2.1,0.078,11.0,43.0,0.996,3.29,0.6,11.2
5.1,0.76,0.0,1.7,0.07,11.0,43.0,0.994,3.57,0.46,9.4
7.2,0.62,0.25,2.5,0.103,7.0,53.0,0.998,3.38,0.7,9.5
7.1,0.38,0.29,1.8,0.079,8.0,25.0,0.995,3.43,0.57,10.1
7.3,0.39,0.05,1.8,0.073,5.0,11.0,0.996,3.37,0.69,10.2
9.6,0.72,0.09,1.8,0.057,2.0,8.0,0.996,3.34,0.61,11.2
6.8,0.69,0.22,4.4,0.163,4.0,12.0,0.995,3.19,0.62,10.9
12.7,0.64,0.26,2.1,0.079,31.0,57.0,1.00096,3.06,0.78,9.0
12.3,0.56,0.77,1.8,0.065,20.0,84.0,1.0,3.31,0.71,10.0
10.0,0.56,0.33,2.0,0.093,6.0,29.0,0.998,3.24,0.68,10.1
8.8,0.56,0.2,2.4,0.082,4.0,43.0,1.0,3.42,0.74,9.5
6.6,0.58,0.01,2.2,0.071,9.0,27.0,0.9932,3.31,0.53,11.9
8.3,0.34,0.5,2.6,0.1,12.0,62.0,0.998,3.31,0.81,9.6
6.7,0.55,0.04,2.6,0.138,16.0,39.0,0.996,3.31,0.78,9.7
8.2,0.6,0.35,3.2,0.072,16.0,91.0,0.997,3.28,0.59,10.2
9.0,0.77,0.24,2.3,0.067,7.0,25.0,0.998,3.3,0.52,9.6
8.0,0.66,0.5,4.9,0.139,14.0,61.0,0.997,3.11,0.8,9.9
10.4,0.67,0.33,2.2,0.102,19.0,126.0,0.999,3.09,0.65,9.0
7.2,0.52,0.21,1.7,0.109,12.0,19.0,0.996,3.31,0.61,10.6
7.7,0.37,0.04,2.7,0.047,11.0,16.0,0.997,3.33,0.59,9.8
7.9,0.69,0.1,2.6,0.087,15.0,14.0,0.998,3.35,0.59,10.2
6.7,0.61,0.19,4.3,0.098,16.0,55.0,0.995,3.23,0.56,10.6
12.5,0.32,0.59,1.6,0.086,10.0,25.0,0.997,3.16,0.67,10.2
7.0,0.33,0.35,1.8,0.07,11.0,23.0,0.994,3.44,0.64,13.9
8.8,0.74,0.17,2.4,0.096,4.0,16.0,0.998,3.22,0.55,9.3
7.1,0.78,0.02,4.1,0.077,12.0,103.0,0.999,3.4,0.62,9.2
5.5,0.74,0.0,2.2,0.07,7.0,15.0,0.996,3.48,0.46,9.5
10.6,0.64,0.31,2.0,0.066,9.0,26.0,0.997,3.32,0.54,10.3
7.8,0.35,0.54,1.4,0.105,9.0,13.0,0.998,3.37,0.83,9.5
11.0,0.32,0.56,2.3,0.326,14.0,96.0,0.997,3.1,0.79,10.8
8.5,0.39,0.46,2.3,0.086,15.0,37.0,0.997,3.18,0.66,9.9
8.2,0.64,0.37,2.6,0.107,4.0,31.0,0.999,3.49,0.85,9.7
8.2,0.35,0.42,1.4,0.067,14.0,104.0,0.996,3.1,0.6,9.4
8.7,0.52,0.42,2.5,0.111,26.0,58.0,0.996,2.98,0.82,9.7
7.7,0.5,0.2,2.1,0.09,20.0,23.0,0.996,3.24,0.46,9.5
8.8,0.59,0.31,2.2,0.098,30.0,48.0,0.996,3.27,0.57,10.8
10.7,0.42,0.29,2.8,0.114,23.0,23.0,0.999,3.04,0.68,9.5
10.3,0.64,0.11,3.5,0.099,17.0,13.0,0.997,3.22,0.59,10.8
9.1,0.69,0.26,2.4,0.079,14.0,36.0,0.996,3.24,0.42,11.0
9.2,0.37,0.49,2.7,0.116,6.0,46.0,0.997,3.24,0.65,10.6
10.7,0.42,0.32,2.0,0.109,8.0,29.0,0.999,3.18,0.63,9.4
6.5,0.52,0.24,2.4,0.066,32.0,29.0,0.994,3.31,0.44,10.8
9.9,0.68,0.24,2.4,0.062,18.0,66.0,0.998,3.19,0.56,9.5
10.7,0.4,0.21,2.2,0.07,9.0,16.0,0.997,3.2,0.47,10.5
11.5,0.31,0.49,2.1,0.075,29.0,83.0,1.0,2.95,0.86,8.6
6.6,0.59,0.33,4.0,0.114,16.0,88.0,0.997,3.42,0.65,9.9
9.3,0.63,0.25,2.1,0.085,18.0,14.0,0.997,3.46,0.71,11.6
7.1,0.44,0.33,2.4,0.055,10.0,41.0,0.997,3.55,0.77,9.5
8.6,0.43,0.38,2.6,0.071,2.0,12.0,0.996,3.2,0.54,9.7
7.1,0.86,0.14,2.7,0.089,19.0,61.0,0.996,3.36,0.61,11.2
7.0,0.77,0.0,2.0,0.043,28.0,29.0,0.996,3.51,0.45,10.5
9.9,0.72,0.09,2.0,0.091,13.0,21.0,0.996,3.19,0.81,10.2
6.5,0.27,0.21,1.7,0.069,24.0,22.0,0.995,3.67,0.58,12.5
5.4,0.68,0.0,2.1,0.335,26.0,50.0,0.994,3.31,0.64,10.1
11.4,0.49,0.61,1.7,0.095,9.0,12.0,0.996,2.97,0.58,9.7
6.7,0.94,0.0,2.6,0.081,24.0,74.0,0.995,3.41,0.68,12.2
8.5,0.22,0.62,2.5,0.09,6.0,51.0,0.997,3.22,0.81,9.7
6.1,0.57,0.09,1.8,0.051,10.0,36.0,0.99217,3.36,0.5,10.4
8.4,0.52,0.23,4.3,0.239,62.0,114.0,0.996,3.09,0.87,10.1
7.0,0.3,0.2,2.5,0.069,8.0,18.0,0.995,3.42,0.62,13.0
7.1,0.75,0.08,2.2,0.095,24.0,37.0,0.996,3.42,0.71,9.7
11.7,0.43,0.38,1.9,0.087,14.0,14.0,0.998,3.03,0.41,9.5
5.5,0.63,0.0,1.5,0.095,2.0,16.0,0.995,3.41,0.63,9.5
7.3,0.2,0.28,2.0,0.049,11.0,29.0,0.996,3.42,0.67,13.2
7.6,0.56,0.03,1.6,0.063,21.0,36.0,0.996,3.34,0.57,11.5
7.7,0.57,0.42,2.2,0.074,31.0,77.0,0.995,3.36,1.03,12.2
13.1,0.14,0.75,1.7,0.076,9.0,69.0,0.997,3.0,0.62,9.6
5.8,0.46,0.0,2.2,0.076,7.0,38.0,0.994,3.42,0.73,9.5
10.6,0.52,0.53,4.3,0.151,33.0,124.0,0.998,3.11,0.76,10.5
7.5,0.73,0.11,2.7,0.08,6.0,16.0,0.999,3.5,0.54,9.4
5.0,0.8,0.0,4.1,0.074,21.0,28.0,0.997,3.93,0.44,9.5
11.5,0.6,0.49,2.7,0.183,11.0,24.0,0.996,3.01,0.56,12.0
7.1,0.42,0.29,2.7,0.047,15.0,87.0,0.996,3.31,0.5,10.0
10.1,0.47,0.53,2.0,0.074,22.0,58.0,1.0,3.37,0.44,9.1
8.2,0.34,0.5,1.7,0.077,6.0,42.0,0.996,3.33,0.77,10.8
8.3,0.22,0.5,1.6,0.14,23.0,50.0,0.996,3.29,0.72,11.2
7.3,0.52,0.22,2.5,0.055,11.0,27.0,0.996,3.57,0.52,10.9
8.9,0.38,0.03,2.5,0.083,11.0,28.0,0.998,3.39,0.51,10.6
7.6,0.29,0.54,2.6,0.091,32.0,63.0,0.997,3.34,0.92,10.9
9.1,0.34,0.2,1.8,0.068,13.0,31.0,0.996,3.29,0.58,11.3
7.8,0.56,0.15,2.0,0.051,5.0,12.0,0.996,3.49,0.57,12.0
10.0,0.66,0.4,2.7,0.083,16.0,36.0,0.997,2.96,0.64,10.0
7.7,0.66,0.28,2.2,0.164,28.0,89.0,0.997,3.24,0.56,9.4
6.4,1.0,0.03,1.9,0.045,17.0,55.0,0.994,3.57,0.48,11.4
10.8,0.53,0.35,2.4,0.089,22.0,72.0,0.999,3.36,0.87,11.3
10.1,0.69,0.1,2.7,0.107,11.0,44.0,1.002,3.11,0.85,8.7
6.9,0.3,0.41,1.4,0.074,2.0,13.0,0.99257,3.45,0.5,13.3
8.5,0.38,0.21,2.1,0.078,16.0,24.0,0.996,3.43,0.66,10.9
9.8,0.42,0.39,2.0,0.05,16.0,91.0,0.997,3.12,0.48,9.5
7.6,0.39,0.72,2.9,0.066,33.0,90.0,0.996,3.29,0.76,10.6
8.5,0.51,0.4,1.7,0.116,22.0,39.0,0.997,3.27,0.58,9.3
7.3,0.78,0.01,1.2,0.077,3.0,11.0,0.995,3.38,0.57,9.5
8.4,0.52,0.12,1.6,0.075,14.0,15.0,0.997,3.5,0.58,9.4
6.8,0.64,0.0,2.1,0.086,18.0,29.0,0.995,3.5,0.67,11.0
7.7,0.71,0.04,2.0,0.086,7.0,27.0,0.997,3.35,0.71,10.0
7.8,0.52,0.33,1.9,0.086,12.0,43.0,0.996,3.38,0.93,10.4
7.7,0.23,0.51,2.2,0.045,31.0,144.0,0.996,3.19,0.87,9.9
11.1,0.29,0.65,2.3,0.198,16.0,49.0,0.999,3.24,0.77,10.0
8.2,0.42,0.27,1.6,0.076,7.0,20.0,0.996,3.39,0.61,10.6
6.6,0.59,0.05,1.7,0.07,24.0,68.0,0.995,3.57,0.54,10.5
6.8,0.58,0.45,2.0,0.407,51.0,277.0,0.996,3.19,0.68,9.0
7.5,0.41,0.37,2.3,0.081,7.0,37.0,0.997,3.24,0.52,9.3
7.6,0.65,0.25,2.0,0.079,7.0,118.0,0.997,3.31,0.55,9.6
10.6,0.76,0.19,1.8,0.091,6.0,18.0,0.998,3.12,0.68,9.0
12.3,0.19,0.76,2.3,0.063,37.0,35.0,0.997,3.15,0.64,9.9
8.9,0.55,0.29,2.0,0.068,15.0,18.0,0.996,3.22,0.6,9.5
8.3,0.31,0.25,1.6,0.074,14.0,30.0,0.995,3.27,0.88,11.7
6.3,0.36,0.02,1.7,0.087,17.0,34.0,0.995,3.42,0.65,9.4
9.6,0.5,0.5,8.1,0.076,14.0,59.0,0.998,3.19,0.51,11.3
9.5,0.58,0.21,1.9,0.07,23.0,64.0,0.996,3.24,0.4,11.0
9.2,0.5,0.24,2.2,0.078,6.0,37.0,0.998,3.13,0.92,9.1
8.5,0.36,0.42,2.0,0.073,16.0,58.0,0.996,3.42,0.58,9.7
9.2,0.66,0.25,2.1,0.095,5.0,10.0,0.997,3.4,0.59,13.3
7.6,0.62,0.4,2.3,0.093,16.0,106.0,0.996,3.33,0.57,10.2
13.0,0.34,0.7,2.7,0.09,13.0,72.0,1.0023,2.95,0.89,9.4
8.0,0.57,0.43,1.7,0.091,13.0,17.0,0.997,3.52,0.85,10.1
7.0,0.88,0.12,2.1,0.088,33.0,133.0,0.996,3.42,0.62,9.2
10.3,0.54,0.29,8.4,0.076,7.0,13.0,0.999,3.31,0.69,11.0
15.6,0.29,0.76,2.7,0.082,26.0,30.0,1.00266,3.19,0.67,9.8
6.7,0.48,0.19,2.3,0.075,5.0,10.0,0.99249,3.33,0.66,11.9
10.0,0.38,0.51,3.1,0.083,27.0,109.0,0.996,3.16,0.66,11.1
7.2,0.61,0.3,2.6,0.084,17.0,28.0,0.997,3.56,0.65,11.8
7.9,0.85,0.33,3.3,0.082,15.0,54.0,0.998,3.32,0.48,10.5
6.6,0.84,0.01,1.9,0.071,33.0,106.0,0.996,3.37,0.52,9.3
7.1,0.39,0.27,2.9,0.069,2.0,8.0,0.994,3.42,0.5,12.9
10.1,0.32,0.48,2.4,0.071,11.0,56.0,0.996,3.26,0.77,11.3
7.3,0.51,0.01,5.2,0.058,6.0,9.0,0.996,3.26,0.52,12.0
8.1,0.58,0.26,2.4,0.077,32.0,58.0,0.998,3.26,0.67,9.5
6.5,0.54,0.13,4.7,0.078,7.0,30.0,0.994,3.47,0.72,14.0
8.5,0.36,0.49,2.0,0.067,21.0,28.0,0.998,3.49,0.55,9.7
6.3,0.82,0.01,2.1,0.09,4.0,33.0,0.997,3.46,0.53,9.2
8.1,0.65,0.08,2.2,0.074,18.0,17.0,0.996,3.4,0.59,10.2
7.7,0.6,0.01,2.0,0.127,11.0,45.0,0.997,3.15,0.77,9.5
11.9,0.44,0.48,1.8,0.065,9.0,16.0,0.996,3.03,0.52,12.4
9.1,0.58,0.44,7.6,0.468,38.0,150.0,1.0,3.13,0.6,9.6
11.7,0.38,0.62,2.6,0.086,11.0,17.0,0.996,2.94,0.61,10.2
6.6,0.58,0.0,1.7,0.055,43.0,108.0,0.995,3.36,0.41,8.9
9.8,0.54,0.22,1.9,0.059,5.0,9.0,0.996,3.29,0.51,10.8
11.6,0.43,0.7,2.4,0.09,13.0,46.0,0.997,2.93,0.62,10.2
6.4,0.36,0.22,2.1,0.107,28.0,107.0,0.995,3.39,0.85,10.8
10.5,0.18,0.5,2.2,0.08,40.0,76.0,0.996,3.13,0.69,10.0
12.9,0.43,0.49,2.7,0.094,11.0,34.0,1.0,3.19,0.64,10.1
8.1,0.77,0.04,1.6,0.094,3.0,16.0,0.999,3.4,0.65,9.0
9.5,0.37,0.41,2.0,0.084,13.0,13.0,0.996,3.23,0.7,11.9
6.6,0.72,0.14,2.1,0.093,27.0,91.0,0.996,3.41,0.65,9.8
10.6,0.28,0.55,3.0,0.078,16.0,64.0,0.999,3.26,0.92,9.5
6.9,0.56,0.0,2.2,0.082,32.0,48.0,0.994,3.38,0.68,11.5
10.2,0.72,0.38,2.2,0.096,20.0,39.0,1.0,3.26,0.52,8.9
7.9,0.42,0.5,2.5,0.115,11.0,27.0,0.996,3.19,0.59,9.5
11.0,0.39,0.26,2.6,0.077,11.0,23.0,1.0,3.15,0.73,9.2
7.8,0.42,0.57,2.0,0.07,10.0,47.0,0.999,3.32,0.63,9.3
10.9,0.62,0.34,2.6,0.083,20.0,31.0,0.998,3.08,0.54,9.6
8.3,0.65,0.02,2.4,0.075,14.0,35.0,0.996,3.37,0.7,10.8
7.0,0.37,0.38,3.4,0.075,20.0,57.0,0.994,3.42,0.96,11.8
6.3,1.0,0.0,1.4,0.074,6.0,43.0,0.996,3.4,0.51,9.0
8.2,0.61,0.28,2.7,0.08,14.0,32.0,0.996,3.49,0.51,12.7
7.3,0.38,0.47,2.8,0.092,11.0,43.0,0.996,3.31,1.15,10.5
6.4,0.81,0.01,1.9,0.094,22.0,84.0,0.996,3.22,0.76,9.5
8.0,0.58,0.01,1.9,0.111,11.0,29.0,0.996,3.11,0.7,9.6
7.3,0.47,0.02,2.0,0.06,14.0,25.0,0.996,3.36,0.55,9.7
8.3,0.57,0.31,2.0,0.052,19.0,55.0,0.996,3.41,0.58,11.2
6.3,0.69,0.24,1.8,0.085,39.0,143.0,0.996,3.39,0.87,9.4
6.1,0.31,0.02,1.6,0.045,27.0,64.0,0.99255,3.56,0.49,11.4
6.9,0.49,0.08,1.6,0.093,33.0,29.0,0.994,3.39,0.62,10.6
7.7,0.47,0.05,5.6,0.084,14.0,17.0,0.995,3.42,0.65,13.0
5.7,0.53,0.0,1.9,0.077,29.0,92.0,0.996,3.42,0.44,9.3
7.7,0.38,0.43,1.7,0.08,7.0,16.0,0.994,3.25,0.91,11.9
4.8,0.47,0.0,1.5,0.074,16.0,32.0,0.99261,4.01,0.57,11.7
6.4,0.63,0.16,2.4,0.07,67.0,118.0,0.996,3.36,0.74,9.4
9.5,0.3,0.62,1.9,0.052,14.0,56.0,0.997,3.2,0.75,9.7
6.6,0.45,0.32,2.2,0.1,28.0,62.0,0.996,3.37,1.07,10.0
7.6,0.66,0.27,2.0,0.093,12.0,26.0,0.995,3.12,0.57,11.0
7.8,0.6,0.08,2.6,0.073,12.0,25.0,0.996,3.47,0.44,9.6
7.0,0.41,0.11,1.9,0.074,10.0,23.0,0.996,3.41,0.63,11.7
12.8,0.24,0.57,2.1,0.075,11.0,65.0,0.998,2.98,0.78,9.6
7.4,0.66,0.18,1.8,0.076,10.0,19.0,0.994,3.18,0.54,12.5
8.4,0.54,0.22,2.3,0.079,18.0,35.0,0.997,3.2,1.61,11.6
7.5,0.35,0.28,1.9,0.12,16.0,59.0,0.996,3.3,0.8,11.4
7.1,0.56,0.02,2.4,0.109,35.0,93.0,0.997,3.32,0.65,9.4
6.5,0.65,0.02,2.5,0.052,9.0,29.0,0.996,3.49,0.54,9.6
10.0,0.38,0.45,1.6,0.065,15.0,69.0,0.997,3.29,0.49,9.8
6.3,0.86,0.01,2.2,0.082,30.0,41.0,0.995,3.4,0.41,10.1
10.1,0.33,0.5,3.0,0.087,18.0,44.0,1.0,3.21,0.65,9.9
9.1,0.74,0.16,1.4,0.094,23.0,82.0,0.998,3.12,0.51,9.0
7.0,0.62,0.1,2.4,0.088,21.0,66.0,0.996,3.2,0.57,9.4
9.8,0.55,0.49,2.1,0.082,11.0,22.0,0.996,3.26,0.75,12.8
8.8,0.35,0.49,1.8,0.084,7.0,11.0,0.996,3.29,0.57,10.0
6.9,0.63,0.25,2.6,0.1,10.0,59.0,0.996,3.43,0.54,10.8
8.6,0.7,0.25,2.6,0.091,14.0,52.0,0.997,3.37,0.64,9.8
7.1,0.78,0.1,1.5,0.084,4.0,26.0,0.996,3.5,0.68,9.5
11.3,0.16,0.56,2.0,0.078,3.0,28.0,0.998,3.21,1.18,10.3
9.5,0.24,0.51,4.8,0.072,17.0,69.0,0.997,3.25,0.55,10.5
9.2,0.9,0.43,2.1,0.085,50.0,95.0,0.999,3.2,0.56,9.4
8.0,0.29,0.5,2.4,0.084,12.0,50.0,0.996,3.24,0.64,12.1
9.8,0.53,0.18,2.5,0.079,21.0,27.0,0.999,3.37,0.78,9.8
7.0,0.6,0.0,2.1,0.072,8.0,37.0,0.996,3.37,0.51,9.5
