age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,marital-status,relationship,sex,occupation,age_group,education,workclass,native-country,race
50,50078,14,0,1588,31,Married-civ-spouse,Husband,Male,Tech-support,45-54,HS-grad,Private,United-States,White
22,199341,10,7,0,40,Never-married,Not-in-family,Female,Machine-op-inspct,17-24,Bachelors,Private,United-States,White
36,221840,10,8,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,HS-grad,State-gov,United-States,White
59,155106,10,5,0,50,Married-civ-spouse,Wife,Female,Other-service,55-64,7th-8th,Federal-gov,United-States,White
42,49849,6,2,0,40,Married-civ-spouse,Husband,Male,Sales,35-44,Assoc-acdm,Local-gov,United-States,White
20,181407,9,3,0,40,Never-married,Own-child,Female,Exec-managerial,17-24,Some-college,Private,Poland,White
53,204144,10,11,0,20,Married-civ-spouse,Husband,Male,Transport-moving,45-54,HS-grad,Self-emp-not-inc,United-States,White
53,352237,11,0,0,10,Never-married,Own-child,Female,Prof-specialty,45-54,Some-college,Self-emp-inc,United-States,White
52,315210,10,9,0,46,Married-civ-spouse,Husband,Male,Craft-repair,45-54,10th,Private,Canada,White
37,196649,10,7,0,28,Married-civ-spouse,Wife,Female,Protective-serv,35-44,HS-grad,Private,United-States,White
58,278507,12,3,0,45,Married-civ-spouse,Husband,Male,Farming-fishing,55-64,HS-grad,Private,United-States,White
25,300416,7,0,0,40,Divorced,Not-in-family,Male,Other-service,25-34,Masters,Private,United-States,White
51,95120,12,0,0,20,Never-married,Not-in-family,Male,Sales,45-54,HS-grad,Federal-gov,United-States,White
53,89312,10,2859,1978,51,Married-civ-spouse,Wife,Female,Machine-op-inspct,45-54,11th,Private,United-States,White
45,256379,9,1,0,40,Divorced,Unmarried,Female,Other-service,45-54,Bachelors,Private,United-States,White
18,342857,12,0,0,40,Never-married,Unmarried,Female,Craft-repair,17-24,Some-college,Private,United-States,White
90,158909,9,0,0,49,Widowed,Unmarried,Male,Adm-clerical,65-90,HS-grad,Private,United-States,White
33,167812,9,0,0,5,Married-civ-spouse,Husband,Male,Prof-specialty,25-34,HS-grad,Private,United-States,White
23,215149,9,3,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,17-24,Assoc-acdm,Private,United-States,White
29,121884,13,0,0,49,Married-civ-spouse,Husband,Male,Machine-op-inspct,25-34,Some-college,Private,United-States,White
33,56639,10,0,0,49,Married-civ-spouse,Husband,Male,Prof-specialty,25-34,Assoc-voc,Private,United-States,White
37,90766,10,2,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Bachelors,Private,Cuba,White
29,75385,9,1,0,40,Divorced,Not-in-family,Male,Prof-specialty,25-34,Some-college,Federal-gov,United-States,White
18,119148,13,7,0,40,Never-married,Not-in-family,Male,Craft-repair,17-24,Some-college,Private,China,Asian-Pac-Islander
23,97003,9,0,0,40,Never-married,Own-child,Male,Machine-op-inspct,17-24,Some-college,Self-emp-not-inc,United-States,White
38,192380,4,15240,0,40,Separated,Unmarried,Female,Handlers-cleaners,35-44,Bachelors,Private,United-States,White
32,180375,9,0,0,45,Married-civ-spouse,Husband,Male,Transport-moving,25-34,Assoc-voc,Local-gov,United-States,White
36,191045,13,9,1529,26,Divorced,Own-child,Male,Exec-managerial,35-44,Bachelors,Private,United-States,White
25,108745,4,0,0,50,Married-civ-spouse,Husband,Male,Craft-repair,25-34,Assoc-acdm,Local-gov,United-States,White
43,403268,9,7,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Doctorate,Private,Dominican-Republic,Other
36,155940,13,6,0,45,Divorced,Not-in-family,Female,Exec-managerial,35-44,Assoc-voc,Private,United-States,White
36,252360,9,1,0,40,Never-married,Not-in-family,Female,Exec-managerial,35-44,HS-grad,Private,Italy,White
38,123488,15,3103,0,51,Divorced,Not-in-family,Male,Adm-clerical,35-44,HS-grad,Private,United-States,White
51,263412,9,0,0,46,Married-civ-spouse,Husband,Male,Prof-specialty,45-54,Some-college,Private,United-States,White
19,220560,9,0,0,40,Never-married,Unmarried,Female,Adm-clerical,17-24,Bachelors,Private,United-States,White
43,127802,7,0,0,11,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Some-college,Private,United-States,White
50,116598,10,0,0,45,Married-civ-spouse,Husband,Male,Handlers-cleaners,45-54,Bachelors,Private,United-States,White
18,179959,9,5,0,40,Never-married,Not-in-family,Male,Exec-managerial,17-24,Some-college,Private,United-States,White
46,144763,11,0,0,37,Divorced,Not-in-family,Female,Tech-support,45-54,Assoc-voc,Self-emp-inc,United-States,White
25,88805,10,12,0,40,Never-married,Not-in-family,Female,Sales,25-34,HS-grad,Private,United-States,White
35,257997,13,0,0,40,Never-married,Unmarried,Female,Other-service,35-44,Bachelors,State-gov,United-States,White
36,173351,14,0,0,40,Divorced,Own-child,Female,Exec-managerial,35-44,Bachelors,Private,United-States,White
20,128982,9,0,0,35,Never-married,Other-relative,Male,Sales,17-24,Bachelors,Local-gov,United-States,White
49,262586,10,5,0,40,Divorced,Unmarried,Female,Tech-support,45-54,Some-college,Local-gov,United-States,White
35,205258,10,1,0,40,Divorced,Not-in-family,Female,Other-service,35-44,HS-grad,Private,Mexico,Amer-Indian-Eskimo
45,202105,9,18,0,35,Never-married,Own-child,Female,Sales,45-54,10th,Private,Mexico,White
47,146099,13,14,0,58,Never-married,Not-in-family,Male,Adm-clerical,45-54,Bachelors,Private,United-States,White
46,136976,3,0,0,40,Divorced,Other-relative,Female,Other-service,45-54,HS-grad,Private,China,Asian-Pac-Islander
22,65674,9,0,0,50,Never-married,Own-child,Male,Adm-clerical,17-24,10th,Private,United-States,White
30,168042,13,0,0,35,Never-married,Own-child,Male,Prof-specialty,25-34,Bachelors,Private,United-States,White
31,114126,14,3,0,33,Never-married,Not-in-family,Male,Prof-specialty,25-34,HS-grad,Private,United-States,White
54,241154,9,1,0,40,Married-civ-spouse,Husband,Male,Other-service,45-54,Some-college,Private,United-States,White
30,364285,9,0,0,45,Never-married,Not-in-family,Female,Other-service,25-34,HS-grad,Private,United-States,White
50,397040,9,2,0,40,Divorced,Not-in-family,Male,Machine-op-inspct,45-54,Masters,Private,United-States,White
26,176868,13,0,0,36,Never-married,Not-in-family,Female,Sales,25-34,HS-grad,Private,United-States,White
27,62570,9,0,0,36,Married-civ-spouse,Husband,Male,Prof-specialty,25-34,HS-grad,Private,United-States,White
42,158025,9,1,0,40,Married-civ-spouse,Husband,Male,Other-service,35-44,Bachelors,Private,United-States,White
53,198211,15,1,0,40,Married-civ-spouse,Husband,Male,Sales,45-54,Bachelors,Private,United-States,White
30,37531,11,9,0,20,Divorced,Not-in-family,Female,Handlers-cleaners,25-34,Some-college,Private,United-States,White
70,121516,9,9,0,40,Married-civ-spouse,Husband,Male,Protective-serv,65-90,HS-grad,Private,United-States,White
47,318618,9,0,0,9,Married-civ-spouse,Husband,Male,Transport-moving,45-54,Bachelors,Private,United-States,White
44,57509,9,3,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,35-44,Masters,Federal-gov,United-States,White
31,172163,10,1,0,50,Married-civ-spouse,Husband,Male,Machine-op-inspct,25-34,Prof-school,Local-gov,United-States,White
58,202926,10,0,0,40,Never-married,Not-in-family,Male,Other-service,55-64,HS-grad,Self-emp-not-inc,United-States,White
60,145815,13,1,0,40,Married-civ-spouse,Husband,Male,Sales,55-64,Some-college,State-gov,United-States,White
48,175720,9,0,0,40,Divorced,Not-in-family,Female,Tech-support,45-54,HS-grad,Private,United-States,White
40,102362,13,0,0,37,Divorced,Not-in-family,Male,Adm-clerical,35-44,HS-grad,Local-gov,United-States,White
22,183941,12,7,0,51,Never-married,Own-child,Female,Machine-op-inspct,17-24,HS-grad,Private,United-States,White
41,183261,3,0,0,26,Never-married,Own-child,Female,Craft-repair,35-44,HS-grad,Local-gov,United-States,White
34,145197,9,0,0,23,Married-civ-spouse,Husband,Male,Other-service,25-34,Masters,Self-emp-not-inc,United-States,White
33,116546,10,8,0,40,Never-married,Own-child,Female,Farming-fishing,25-34,Assoc-acdm,Private,United-States,White
24,358495,10,0,0,38,Never-married,Not-in-family,Male,Armed-Forces,17-24,11th,Private,United-States,White
48,272606,10,13,0,83,Married-civ-spouse,Husband,Male,Machine-op-inspct,45-54,11th,Private,Guatemala,White
35,35573,13,0,0,40,Widowed,Unmarried,Female,Machine-op-inspct,35-44,Bachelors,Self-emp-not-inc,United-States,White
28,175220,6,0,0,40,Never-married,Not-in-family,Male,Prof-specialty,25-34,Prof-school,Private,United-States,White
49,115796,13,3,0,56,Divorced,Not-in-family,Male,Transport-moving,45-54,Doctorate,Self-emp-inc,United-States,White
41,99309,13,6,0,35,Married-civ-spouse,Husband,Male,Tech-support,35-44,HS-grad,Private,United-States,White
55,201587,7,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,55-64,7th-8th,Private,United-States,White
35,180510,13,1,0,40,Divorced,Not-in-family,Male,Adm-clerical,35-44,Assoc-acdm,Private,United-States,White
54,235621,3,0,0,40,Married-civ-spouse,Husband,Male,Sales,45-54,Doctorate,Private,United-States,White
53,167200,10,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,45-54,Bachelors,Private,United-States,White
53,115213,14,0,0,57,Married-civ-spouse,Husband,Male,Adm-clerical,45-54,HS-grad,Local-gov,United-States,White
54,146992,7,0,0,40,Separated,Unmarried,Female,Adm-clerical,45-54,Bachelors,Private,United-States,White
39,114260,9,8,0,49,Separated,Other-relative,Female,Prof-specialty,35-44,Some-college,Private,United-States,White
47,363462,11,10,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,45-54,HS-grad,Private,Mexico,White
36,205325,10,10,0,37,Married-civ-spouse,Husband,Male,Transport-moving,35-44,HS-grad,Self-emp-not-inc,United-States,White
24,371675,10,2,0,40,Divorced,Unmarried,Female,Machine-op-inspct,17-24,7th-8th,Private,United-States,White
33,232752,13,9,0,36,Never-married,Not-in-family,Male,Exec-managerial,25-34,HS-grad,Private,Mexico,White
22,295074,9,1,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,17-24,HS-grad,Private,United-States,White
54,314538,7,6,0,60,Married-civ-spouse,Husband,Male,Prof-specialty,45-54,HS-grad,Local-gov,United-States,White
67,193695,10,1,0,40,Married-civ-spouse,Wife,Female,Machine-op-inspct,65-90,Bachelors,Private,United-States,White
41,156927,10,5,0,50,Divorced,Unmarried,Female,Prof-specialty,35-44,Some-college,State-gov,United-States,White
40,165068,10,3,0,12,Never-married,Not-in-family,Female,Prof-specialty,35-44,HS-grad,State-gov,United-States,White
25,81562,13,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,25-34,HS-grad,Self-emp-not-inc,United-States,White
46,405440,11,14395,0,57,Widowed,Not-in-family,Female,Prof-specialty,45-54,Bachelors,Local-gov,United-States,White
27,291377,9,2,0,40,Widowed,Unmarried,Female,Exec-managerial,25-34,HS-grad,Private,United-States,White
39,208888,6,0,0,40,Never-married,Not-in-family,Female,Exec-managerial,35-44,Bachelors,Private,United-States,White
51,48037,10,9,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,45-54,Bachelors,Private,United-States,White
57,13769,9,0,0,51,Divorced,Not-in-family,Male,Adm-clerical,55-64,Bachelors,Self-emp-inc,United-States,White
53,114371,10,0,0,40,Widowed,Not-in-family,Female,Other-service,45-54,Some-college,Private,United-States,White
36,191786,13,4,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,Bachelors,Private,United-States,White
48,89560,13,0,0,40,Married-civ-spouse,Husband,Male,Sales,45-54,HS-grad,Private,United-States,White
83,21250,9,0,0,58,Widowed,Not-in-family,Male,Farming-fishing,65-90,Doctorate,Local-gov,United-States,White
36,19046,15,13,1871,40,Never-married,Not-in-family,Female,Adm-clerical,35-44,Masters,Private,United-States,White
42,126752,3,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,7th-8th,Private,United-States,White
20,248336,10,0,0,28,Never-married,Own-child,Female,Adm-clerical,17-24,11th,Private,United-States,White
49,449657,9,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,45-54,7th-8th,Private,Canada,White
35,284294,6,8,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,35-44,HS-grad,Private,United-States,White
27,162833,9,0,0,40,Married-civ-spouse,Husband,Male,Tech-support,25-34,HS-grad,Local-gov,United-States,White
32,190813,13,0,0,20,Married-civ-spouse,Husband,Male,Handlers-cleaners,25-34,Some-college,Private,United-States,White
45,190783,10,2,0,40,Married-civ-spouse,Husband,Male,Craft-repair,45-54,HS-grad,Local-gov,United-States,White
42,344510,10,0,0,40,Never-married,Own-child,Female,Transport-moving,35-44,HS-grad,Private,United-States,White
22,218551,12,0,0,40,Never-married,Unmarried,Female,Prof-specialty,17-24,HS-grad,Private,United-States,White
31,183182,9,0,0,40,Never-married,Own-child,Male,Other-service,25-34,Bachelors,Private,United-States,White
32,106002,9,0,0,36,Separated,Unmarried,Female,Prof-specialty,25-34,Some-college,Private,United-States,White
34,94480,15,0,0,44,Never-married,Not-in-family,Male,Other-service,25-34,Some-college,Local-gov,United-States,White
43,241152,9,0,0,36,Separated,Other-relative,Male,Priv-house-serv,35-44,11th,Private,United-States,White
34,183217,12,5,0,40,Divorced,Own-child,Female,Transport-moving,25-34,Bachelors,Federal-gov,Mexico,White
20,500814,9,7,0,40,Never-married,Not-in-family,Male,Other-service,17-24,Bachelors,Private,United-States,White
24,281685,14,3,0,51,Never-married,Not-in-family,Female,Exec-managerial,17-24,HS-grad,Private,United-States,White
29,284399,9,14428,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,HS-grad,Local-gov,United-States,White
24,323804,15,5,1894,51,Never-married,Other-relative,Male,Adm-clerical,17-24,Some-college,Private,United-States,White
62,239086,14,9974,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,55-64,HS-grad,Private,United-States,White
35,122664,11,3411,0,40,Separated,Unmarried,Female,Protective-serv,35-44,Some-college,State-gov,United-States,White
41,33931,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,Some-college,Private,United-States,White
40,157328,9,0,0,40,Divorced,Not-in-family,Male,Other-service,35-44,Bachelors,Private,United-States,White
39,119085,12,2,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,35-44,HS-grad,Private,United-States,White
26,204890,6,6,0,27,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,HS-grad,Private,United-States,White
20,302959,3,2,0,40,Never-married,Not-in-family,Female,Transport-moving,17-24,HS-grad,Private,United-States,White
23,123958,10,1,0,40,Never-married,Not-in-family,Female,Exec-managerial,17-24,Some-college,Private,United-States,White
58,180218,14,14220,1843,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,55-64,Masters,Self-emp-not-inc,United-States,White
55,169133,10,9,0,20,Married-civ-spouse,Husband,Male,Farming-fishing,55-64,Masters,Self-emp-not-inc,United-States,White
37,409692,9,0,0,40,Separated,Unmarried,Female,Adm-clerical,35-44,Some-college,Self-emp-not-inc,United-States,White
35,188116,9,14,1890,40,Never-married,Not-in-family,Male,Sales,35-44,9th,Private,United-States,White
30,222603,8,0,0,50,Divorced,Not-in-family,Female,Exec-managerial,25-34,Assoc-acdm,Private,United-States,White
58,197760,13,4,0,35,Divorced,Unmarried,Male,Sales,55-64,HS-grad,Private,United-States,White
55,130709,13,2,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,55-64,Doctorate,Local-gov,United-States,White
29,188998,13,8,0,28,Married-civ-spouse,Husband,Male,Farming-fishing,25-34,7th-8th,Private,United-States,White
47,408107,13,14900,0,40,Divorced,Unmarried,Female,Adm-clerical,45-54,Some-college,Private,United-States,White
57,40680,11,5,0,40,Divorced,Unmarried,Female,Machine-op-inspct,55-64,Bachelors,Private,Jamaica,Black
34,117272,10,0,0,40,Divorced,Not-in-family,Female,Adm-clerical,25-34,Some-college,State-gov,United-States,White
34,199261,10,3460,0,58,Never-married,Not-in-family,Female,Craft-repair,25-34,Masters,Private,United-States,White
26,127139,14,17,0,12,Married-civ-spouse,Husband,Male,Prof-specialty,25-34,Bachelors,Private,United-States,White
59,157237,9,3,0,40,Widowed,Unmarried,Female,Adm-clerical,55-64,HS-grad,Self-emp-not-inc,United-States,White
34,147934,4,0,0,40,Never-married,Other-relative,Male,Transport-moving,25-34,HS-grad,Private,United-States,White
40,250927,10,0,0,40,Divorced,Unmarried,Female,Other-service,35-44,HS-grad,Private,Canada,White
19,117217,9,1,0,40,Never-married,Other-relative,Female,Craft-repair,17-24,Assoc-acdm,Private,United-States,White
44,200489,13,3,0,30,Divorced,Unmarried,Female,Craft-repair,35-44,Bachelors,Private,United-States,White
43,167339,10,0,0,20,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,11th,Private,United-States,White
21,792449,3,0,0,17,Never-married,Unmarried,Female,Exec-managerial,17-24,Some-college,Private,United-States,White
31,66316,13,2,0,40,Separated,Own-child,Female,Prof-specialty,25-34,11th,Private,United-States,White
27,112257,13,3,0,40,Married-civ-spouse,Wife,Female,Other-service,25-34,HS-grad,Private,United-States,White
38,52604,10,33884,0,67,Married-civ-spouse,Husband,Male,Sales,35-44,HS-grad,Self-emp-not-inc,United-States,White
39,198416,10,0,0,40,Divorced,Not-in-family,Male,Other-service,35-44,HS-grad,Private,United-States,White
63,122419,12,0,0,27,Married-civ-spouse,Husband,Male,Exec-managerial,55-64,Some-college,Private,United-States,White
53,168537,9,7,0,23,Married-civ-spouse,Husband,Male,Craft-repair,45-54,HS-grad,Private,United-States,White
47,41666,9,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,45-54,HS-grad,Private,United-States,White
51,194914,10,10,0,53,Divorced,Unmarried,Female,Protective-serv,45-54,Doctorate,Federal-gov,United-States,White
70,114584,13,0,0,40,Married-civ-spouse,Husband,Male,Sales,65-90,HS-grad,Private,United-States,White
31,245623,10,4614,0,44,Married-civ-spouse,Husband,Male,Farming-fishing,25-34,Masters,Private,United-States,White
23,165131,13,99999,0,56,Never-married,Own-child,Male,Tech-support,17-24,Some-college,Private,United-States,White
37,186395,9,0,0,46,Divorced,Unmarried,Female,Prof-specialty,35-44,Masters,Self-emp-not-inc,United-States,White
59,122244,9,8,0,51,Divorced,Not-in-family,Male,Sales,55-64,Some-college,Local-gov,United-States,White
47,118994,13,6,0,45,Divorced,Unmarried,Female,Farming-fishing,45-54,Some-college,Private,United-States,White
24,150251,13,0,0,20,Never-married,Not-in-family,Male,Exec-managerial,17-24,HS-grad,Self-emp-not-inc,United-States,White
36,195454,9,1,0,30,Never-married,Own-child,Female,Prof-specialty,35-44,Bachelors,Private,United-States,White
17,116162,3,3,0,20,Never-married,Own-child,Male,Sales,17-24,HS-grad,State-gov,United-States,White
24,153736,9,0,0,40,Never-married,Other-relative,Female,Craft-repair,17-24,Assoc-acdm,Private,United-States,White
25,50322,9,1,0,40,Never-married,Not-in-family,Male,Craft-repair,25-34,Some-college,Private,United-States,White
67,161042,14,0,0,40,Widowed,Not-in-family,Male,Adm-clerical,65-90,Some-college,Local-gov,Germany,White
32,81735,12,0,0,40,Never-married,Own-child,Male,Sales,25-34,Prof-school,Private,United-States,White
55,113590,9,14,0,60,Widowed,Unmarried,Female,Other-service,55-64,Masters,Private,United-States,White
58,23321,9,14274,0,65,Married-civ-spouse,Husband,Male,Transport-moving,55-64,Assoc-acdm,Private,United-States,White
50,211620,11,1,0,35,Divorced,Not-in-family,Male,Adm-clerical,45-54,Doctorate,Private,United-States,White
29,144132,10,7,0,69,Married-civ-spouse,Husband,Male,Adm-clerical,25-34,HS-grad,Private,United-States,White
51,242125,7,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,45-54,11th,Private,United-States,White
39,87465,10,0,0,45,Never-married,Own-child,Female,Craft-repair,35-44,Bachelors,Private,United-States,White
42,83510,10,6681,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,HS-grad,Private,United-States,White
49,120670,9,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,45-54,Bachelors,Self-emp-not-inc,United-States,White
49,301458,9,0,0,37,Married-civ-spouse,Husband,Male,Craft-repair,45-54,Assoc-voc,Local-gov,United-States,White
52,132188,9,5181,0,40,Never-married,Not-in-family,Female,Craft-repair,45-54,Some-college,Local-gov,El-Salvador,White
29,87891,6,6,0,9,Divorced,Unmarried,Female,Adm-clerical,25-34,Some-college,Federal-gov,United-States,White
26,159690,9,4,0,45,Never-married,Not-in-family,Female,Other-service,25-34,Some-college,Private,United-States,White
50,90394,9,10,0,46,Never-married,Not-in-family,Female,Exec-managerial,45-54,Some-college,Local-gov,United-States,White
47,112142,15,17,0,59,Married-civ-spouse,Wife,Female,Other-service,45-54,Masters,Private,United-States,White
36,187210,9,0,0,37,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,Masters,Private,United-States,White
27,156791,9,0,0,46,Married-civ-spouse,Husband,Male,Prof-specialty,25-34,Bachelors,Private,United-States,White
52,170957,9,0,0,59,Married-civ-spouse,Husband,Male,Prof-specialty,45-54,HS-grad,Private,United-States,White
33,195873,12,3253,0,25,Married-civ-spouse,Husband,Male,Protective-serv,25-34,5th-6th,Private,United-States,White
39,302340,10,0,0,36,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,HS-grad,Private,United-States,White
34,104790,10,5,0,50,Married-civ-spouse,Husband,Male,Transport-moving,25-34,HS-grad,Self-emp-not-inc,United-States,White
56,335386,10,0,0,40,Divorced,Own-child,Female,Adm-clerical,55-64,HS-grad,Private,United-States,White
22,187168,13,7,0,20,Married-civ-spouse,Husband,Male,Prof-specialty,17-24,10th,Private,United-States,White
20,344446,3,4,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,17-24,HS-grad,Private,United-States,White
40,395102,9,0,0,35,Divorced,Unmarried,Male,Adm-clerical,35-44,Some-college,Private,United-States,White
50,169754,3,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,45-54,Bachelors,Private,United-States,White
47,221541,10,13,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,45-54,HS-grad,Local-gov,United-States,White
26,33733,9,0,0,29,Married-civ-spouse,Husband,Male,Farming-fishing,25-34,HS-grad,Private,United-States,White
63,141011,11,0,0,36,Married-civ-spouse,Husband,Male,Exec-managerial,55-64,HS-grad,State-gov,United-States,White
53,145568,10,0,0,58,Married-civ-spouse,Husband,Male,Craft-repair,45-54,HS-grad,Private,Dominican-Republic,White
72,214030,9,0,0,15,Married-civ-spouse,Wife,Female,Farming-fishing,65-90,Bachelors,Private,Mexico,White
36,288385,14,0,0,40,Divorced,Not-in-family,Female,Sales,35-44,Bachelors,Self-emp-not-inc,United-States,White
27,327921,11,0,0,40,Divorced,Unmarried,Male,Sales,25-34,HS-grad,Self-emp-not-inc,United-States,White
44,406181,10,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,HS-grad,Private,United-States,White
19,320758,10,0,0,40,Never-married,Not-in-family,Female,Sales,17-24,HS-grad,Private,United-States,White
25,48043,11,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,HS-grad,Private,United-States,White
56,204226,13,10,1854,28,Married-civ-spouse,Husband,Male,Craft-repair,55-64,Doctorate,Private,United-States,White
59,101397,9,0,0,40,Married-civ-spouse,Husband,Male,Sales,55-64,HS-grad,Self-emp-inc,United-States,White
58,32855,10,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,55-64,HS-grad,Federal-gov,United-States,White
38,116963,8,0,0,40,Married-civ-spouse,Wife,Female,Prof-specialty,35-44,Assoc-acdm,Local-gov,United-States,White
30,167335,9,2,0,36,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,10th,Private,United-States,White
30,229967,15,9,0,40,Never-married,Not-in-family,Male,Adm-clerical,25-34,10th,Private,United-States,White
53,101734,9,0,0,36,Married-civ-spouse,Husband,Male,Exec-managerial,45-54,HS-grad,Private,United-States,White
51,203522,9,0,0,40,Separated,Unmarried,Male,Craft-repair,45-54,HS-grad,Private,United-States,White
27,96714,9,5,0,40,Separated,Unmarried,Female,Prof-specialty,25-34,Bachelors,Private,United-States,White
49,246316,10,6,0,40,Married-civ-spouse,Wife,Female,Sales,45-54,Some-college,Self-emp-inc,United-States,White
25,169777,10,0,0,20,Separated,Own-child,Female,Priv-house-serv,25-34,HS-grad,Private,United-States,White
72,347370,9,5,1592,50,Widowed,Unmarried,Male,Prof-specialty,65-90,11th,Self-emp-inc,United-States,White
29,223693,7,1,0,11,Married-civ-spouse,Wife,Female,Other-service,25-34,Some-college,Private,United-States,White
52,203368,9,0,0,40,Married-civ-spouse,Other-relative,Male,Handlers-cleaners,45-54,Assoc-voc,State-gov,United-States,White
28,115164,13,7,0,40,Divorced,Unmarried,Female,Exec-managerial,25-34,Some-college,Private,United-States,White
41,307343,9,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,35-44,HS-grad,Private,United-States,White
47,190494,5,0,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,45-54,HS-grad,Private,United-States,White
30,109279,9,1,0,36,Divorced,Unmarried,Female,Adm-clerical,25-34,HS-grad,State-gov,United-States,White
44,189881,9,0,1557,10,Married-civ-spouse,Husband,Male,Other-service,35-44,HS-grad,Private,United-States,White
20,171907,13,0,0,16,Never-married,Not-in-family,Male,Priv-house-serv,17-24,Some-college,State-gov,United-States,White
34,200608,13,7,0,40,Never-married,Own-child,Female,Exec-managerial,25-34,HS-grad,Private,United-States,White
27,174736,9,6,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,25-34,Some-college,Private,United-States,White
38,27846,10,1,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,Masters,Private,United-States,White
19,99166,10,4,0,40,Never-married,Not-in-family,Male,Sales,17-24,HS-grad,Private,United-States,White
67,202341,14,1,0,57,Married-civ-spouse,Husband,Male,Craft-repair,65-90,HS-grad,Private,United-States,White
52,30179,9,8,0,38,Married-civ-spouse,Husband,Male,Protective-serv,45-54,Masters,Self-emp-not-inc,United-States,White
46,108939,9,15,0,28,Married-civ-spouse,Husband,Male,Other-service,45-54,Prof-school,Federal-gov,United-States,White
23,335337,10,15,0,40,Never-married,Not-in-family,Male,Exec-managerial,17-24,10th,Private,United-States,White
25,284249,9,5007,0,20,Married-civ-spouse,Husband,Male,Prof-specialty,25-34,11th,Private,United-States,White
42,108744,9,10,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,Bachelors,Private,United-States,White
34,151589,10,0,0,28,Never-married,Not-in-family,Female,Sales,25-34,Assoc-acdm,Private,United-States,White
41,158444,10,3,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,11th,Private,United-States,White
55,181106,10,1,0,46,Married-civ-spouse,Husband,Male,Exec-managerial,55-64,HS-grad,Private,United-States,White
40,443886,9,18,0,40,Never-married,Other-relative,Male,Prof-specialty,35-44,Masters,Self-emp-not-inc,United-States,White
26,211445,9,4,0,40,Married-civ-spouse,Husband,Male,Sales,25-34,Bachelors,Private,United-States,White
37,138271,10,1,0,50,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,Some-college,Private,United-States,White
45,186402,9,0,0,40,Divorced,Not-in-family,Male,Craft-repair,45-54,Doctorate,Private,United-States,White
32,271607,9,0,0,51,Divorced,Not-in-family,Female,Prof-specialty,25-34,HS-grad,Private,United-States,White
30,248516,13,3,0,40,Married-civ-spouse,Husband,Male,Tech-support,25-34,7th-8th,Private,United-States,White
39,155640,13,14,0,46,Widowed,Not-in-family,Female,Other-service,35-44,11th,Private,United-States,White
43,363250,10,4,0,45,Never-married,Not-in-family,Female,Prof-specialty,35-44,HS-grad,Private,United-States,White
31,84294,15,0,0,45,Never-married,Own-child,Female,Adm-clerical,25-34,Some-college,Private,Mexico,White
