age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,marital-status,relationship,sex,occupation,workclass,native-country,race
70,208285,9,5,0,40,Widowed,Not-in-family,Female,Prof-specialty,Private,United-States,White
36,162807,9,2,1903,40,Never-married,Not-in-family,Male,Sales,Self-emp-not-inc,United-States,Black
45,196252,9,7,2746,61,Married-civ-spouse,Not-in-family,Female,Adm-clerical,State-gov,United-States,White
27,119226,9,11,0,40,Married-civ-spouse,Not-in-family,Male,Farming-fishing,Private,Dominican-Republic,Black
28,162493,13,11,0,43,Never-married,Husband,Male,Prof-specialty,Private,United-States,White
37,237619,10,5036,0,99,Divorced,Own-child,Male,Prof-specialty,Private,United-States,Black
36,177604,10,13830,0,50,Never-married,Not-in-family,Male,Farming-fishing,Federal-gov,United-States,White
51,150382,9,3,0,65,Widowed,Husband,Male,Other-service,Private,United-States,Black
34,46502,9,7,0,40,Never-married,Husband,Male,Other-service,Private,Poland,White
43,190939,14,0,0,40,Divorced,Not-in-family,Male,Prof-specialty,Private,United-States,White
38,212959,10,5,0,37,Married-civ-spouse,Own-child,Female,Adm-clerical,Self-emp-not-inc,United-States,White
54,51206,13,5,0,40,Married-civ-spouse,Not-in-family,Male,Transport-moving,Private,Thailand,White
26,222167,9,0,0,40,Never-married,Own-child,Female,Other-service,Local-gov,United-States,White
31,196543,9,0,0,49,Divorced,Own-child,Female,Adm-clerical,Private,United-States,White
45,219517,10,0,1893,40,Married-civ-spouse,Own-child,Male,Craft-repair,Local-gov,United-States,White
21,185352,9,0,0,14,Never-married,Own-child,Female,Tech-support,Self-emp-not-inc,United-States,White
26,114089,14,4997,0,53,Never-married,Own-child,Male,Exec-managerial,Private,China,White
45,214125,9,7,0,51,Divorced,Unmarried,Male,Prof-specialty,Private,United-States,White
38,109888,10,0,0,59,Divorced,Not-in-family,Male,Exec-managerial,Private,United-States,White
47,204927,10,14836,0,40,Married-civ-spouse,Husband,Male,Sales,State-gov,United-States,White
36,215201,9,8,0,50,Married-civ-spouse,Husband,Male,Sales,Local-gov,United-States,White
28,132566,9,0,0,25,Married-civ-spouse,Not-in-family,Male,Sales,Private,United-States,White
34,155245,13,0,0,8,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
24,139375,9,0,0,40,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
60,145312,13,3431,1984,40,Separated,Not-in-family,Male,Craft-repair,State-gov,United-States,White
43,105265,9,0,0,40,Married-civ-spouse,Unmarried,Female,Prof-specialty,Federal-gov,United-States,White
67,159083,13,13,1878,59,Married-civ-spouse,Not-in-family,Male,Machine-op-inspct,Without-pay,United-States,White
27,147343,13,0,0,20,Married-civ-spouse,Husband,Male,Handlers-cleaners,Federal-gov,United-States,Black
40,197993,9,12,0,20,Divorced,Not-in-family,Male,Sales,Private,United-States,White
36,178923,9,3,0,49,Married-civ-spouse,Unmarried,Female,Prof-specialty,Self-emp-inc,United-States,White
32,93757,10,0,0,51,Divorced,Own-child,Female,Other-service,Private,United-States,White
25,203255,9,0,0,56,Divorced,Husband,Male,Adm-clerical,Private,United-States,White
25,214672,9,14390,0,40,Married-civ-spouse,Own-child,Male,Craft-repair,Private,United-States,White
32,167227,11,8,0,40,Married-civ-spouse,Not-in-family,Male,Exec-managerial,Private,United-States,White
21,108063,10,0,0,40,Never-married,Own-child,Male,Prof-specialty,Private,France,White
34,196716,10,0,0,29,Separated,Husband,Male,Craft-repair,Private,United-States,White
34,201186,9,1,0,35,Never-married,Husband,Male,Handlers-cleaners,Private,United-States,White
37,168865,9,0,0,31,Married-civ-spouse,Own-child,Male,Adm-clerical,State-gov,United-States,White
41,162884,10,0,0,71,Married-civ-spouse,Not-in-family,Female,Other-service,Private,United-States,Amer-Indian-Eskimo
36,105715,10,0,0,28,Married-civ-spouse,Husband,Male,Prof-specialty,Local-gov,United-States,White
64,240505,13,9,0,37,Married-civ-spouse,Unmarried,Female,Other-service,Private,United-States,White
34,33424,10,12,0,40,Divorced,Husband,Male,Adm-clerical,Private,United-States,Black
51,678708,10,10,0,7,Divorced,Husband,Male,Sales,Private,United-States,White
44,296889,9,6,0,40,Never-married,Husband,Male,Transport-moving,Private,United-States,White
28,193014,7,2,0,25,Married-civ-spouse,Own-child,Female,Sales,Private,United-States,White
28,217159,10,0,0,50,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
71,122682,13,0,0,40,Separated,Own-child,Male,Other-service,Private,United-States,White
54,371922,9,14788,0,40,Married-civ-spouse,Own-child,Female,Prof-specialty,Private,United-States,White
17,310590,8,0,0,45,Never-married,Husband,Male,Adm-clerical,Private,United-States,White
20,103112,9,25822,0,40,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
46,286734,10,2,0,35,Married-civ-spouse,Own-child,Male,Transport-moving,Private,United-States,White
51,46449,10,5,0,58,Divorced,Not-in-family,Female,Sales,Private,United-States,White
38,400559,4,0,0,51,Never-married,Husband,Male,Protective-serv,Local-gov,United-States,White
35,127802,4,0,0,40,Married-civ-spouse,Own-child,Female,Other-service,Private,Portugal,White
18,161310,11,7,0,51,Never-married,Not-in-family,Male,Exec-managerial,Private,Ecuador,White
29,302541,13,0,0,40,Married-civ-spouse,Unmarried,Female,Craft-repair,Private,United-States,White
29,97011,13,7202,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
29,284284,7,6,0,44,Separated,Husband,Male,Prof-specialty,Private,United-States,Asian-Pac-Islander
28,107285,4,4,0,40,Married-civ-spouse,Own-child,Female,Adm-clerical,Federal-gov,United-States,White
26,164075,10,0,0,40,Married-civ-spouse,Unmarried,Female,Adm-clerical,State-gov,India,Asian-Pac-Islander
53,183758,9,7549,0,59,Married-civ-spouse,Own-child,Male,Sales,Private,United-States,White
39,181795,9,0,0,28,Married-civ-spouse,Not-in-family,Male,Prof-specialty,Private,United-States,White
42,35100,13,7,0,65,Married-civ-spouse,Husband,Male,Adm-clerical,Private,United-States,White
22,77003,13,0,0,40,Never-married,Not-in-family,Male,Craft-repair,Private,United-States,White
59,185801,9,5,0,60,Married-civ-spouse,Husband,Male,Farming-fishing,Private,United-States,White
53,99150,9,5,0,20,Married-civ-spouse,Not-in-family,Female,Prof-specialty,Private,United-States,White
42,124170,10,9,0,40,Married-civ-spouse,Not-in-family,Female,Farming-fishing,Private,United-States,White
20,121320,10,0,0,40,Never-married,Not-in-family,Male,Transport-moving,Self-emp-not-inc,United-States,White
42,223504,11,3,0,40,Married-civ-spouse,Husband,Male,Sales,Self-emp-not-inc,United-States,Black
59,126277,14,0,0,40,Married-civ-spouse,Not-in-family,Male,Sales,State-gov,United-States,White
27,189160,9,0,0,40,Never-married,Wife,Female,Other-service,Private,United-States,White
43,276069,5,5,0,20,Married-civ-spouse,Not-in-family,Female,Exec-managerial,Self-emp-not-inc,United-States,White
27,154387,7,12,0,35,Never-married,Husband,Male,Sales,Private,United-States,White
49,61821,10,0,0,59,Divorced,Husband,Male,Transport-moving,Private,United-States,White
65,243205,10,1,0,63,Married-civ-spouse,Unmarried,Female,Craft-repair,Private,United-States,White
48,180598,9,0,0,20,Divorced,Not-in-family,Male,Machine-op-inspct,State-gov,United-States,White
40,340388,9,0,356,45,Separated,Husband,Male,Craft-repair,Local-gov,United-States,White
52,315667,13,3,0,50,Divorced,Husband,Male,Craft-repair,Private,United-States,White
29,264858,8,0,0,44,Never-married,Husband,Male,Sales,Local-gov,United-States,Black
35,253324,9,0,0,36,Divorced,Not-in-family,Female,Prof-specialty,Private,United-States,White
32,354421,9,0,0,40,Never-married,Not-in-family,Male,Craft-repair,Private,United-States,White
49,167988,10,14,0,12,Married-civ-spouse,Husband,Male,Transport-moving,Private,United-States,White
31,177494,7,15188,0,51,Never-married,Husband,Male,Handlers-cleaners,Private,United-States,White
47,180155,9,4,0,47,Married-civ-spouse,Not-in-family,Female,Machine-op-inspct,Federal-gov,United-States,White
69,169962,10,8,2487,20,Married-civ-spouse,Unmarried,Female,Adm-clerical,Private,United-States,Black
51,32102,6,13,0,40,Married-civ-spouse,Unmarried,Female,Exec-managerial,Private,United-States,White
46,361283,10,9,0,53,Divorced,Husband,Male,Craft-repair,Private,United-States,White
32,184557,13,0,0,35,Married-civ-spouse,Other-relative,Female,Prof-specialty,Private,United-States,White
34,236482,15,0,0,31,Never-married,Husband,Male,Craft-repair,Local-gov,United-States,White
51,120757,12,0,0,45,Married-civ-spouse,Other-relative,Male,Exec-managerial,Self-emp-inc,Puerto-Rico,White
26,122630,9,2,0,40,Married-civ-spouse,Other-relative,Male,Craft-repair,Private,United-States,Black
61,115549,7,9,0,40,Married-civ-spouse,Own-child,Male,Prof-specialty,Self-emp-not-inc,Philippines,Asian-Pac-Islander
30,212953,10,3,0,57,Never-married,Husband,Male,Exec-managerial,Local-gov,United-States,White
18,60041,9,15397,0,36,Never-married,Not-in-family,Male,Craft-repair,Private,United-States,White
27,190273,14,0,0,58,Divorced,Unmarried,Female,Exec-managerial,Private,United-States,White
46,169322,13,0,0,36,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
55,199164,4,13,0,40,Divorced,Husband,Male,Farming-fishing,Local-gov,United-States,White
36,235386,9,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Self-emp-not-inc,United-States,White
63,165386,10,7,0,40,Married-civ-spouse,Husband,Male,Sales,Self-emp-not-inc,United-States,Black
37,111518,10,2,0,20,Divorced,Husband,Male,Handlers-cleaners,Private,United-States,White
49,185326,9,0,0,49,Married-civ-spouse,Husband,Male,Sales,State-gov,United-States,White
40,228112,11,0,0,50,Married-civ-spouse,Not-in-family,Male,Craft-repair,Private,United-States,White
44,60400,15,5,0,93,Married-civ-spouse,Not-in-family,Male,Sales,Self-emp-not-inc,United-States,White
26,382695,10,0,0,40,Divorced,Unmarried,Female,Sales,Private,Mexico,Other
33,196004,9,2,1629,66,Never-married,Not-in-family,Male,Farming-fishing,Local-gov,United-States,White
59,28815,13,0,0,37,Married-civ-spouse,Not-in-family,Male,Sales,Private,United-States,White
39,218098,13,9,0,40,Widowed,Unmarried,Male,Craft-repair,Private,Vietnam,White
38,107318,10,0,0,50,Married-civ-spouse,Own-child,Male,Machine-op-inspct,Private,Mexico,White
26,159748,10,4,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
32,105945,10,0,0,38,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
77,118417,15,8,1621,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,Mexico,White
34,220502,9,3,0,40,Married-civ-spouse,Not-in-family,Male,Machine-op-inspct,Local-gov,United-States,Black
37,134262,9,0,0,61,Divorced,Husband,Male,Exec-managerial,Private,United-States,White
38,167689,13,4,0,46,Married-civ-spouse,Husband,Male,Exec-managerial,Self-emp-not-inc,United-States,White
43,187571,9,3855,0,14,Never-married,Not-in-family,Male,Craft-repair,Private,United-States,White
51,233431,9,15346,0,40,Married-civ-spouse,Not-in-family,Male,Sales,Self-emp-not-inc,United-States,White
19,188700,9,10,0,40,Separated,Husband,Male,Exec-managerial,Private,United-States,White
45,144531,9,0,0,40,Married-civ-spouse,Unmarried,Female,Prof-specialty,Private,United-States,White
46,57821,6,0,0,40,Divorced,Not-in-family,Male,Tech-support,Private,United-States,Black
26,59965,8,7,0,40,Never-married,Husband,Male,Craft-repair,Self-emp-not-inc,United-States,White
35,290502,8,0,0,40,Never-married,Not-in-family,Female,Exec-managerial,Private,Nicaragua,White
28,111107,9,8,0,40,Never-married,Own-child,Male,Exec-managerial,Private,United-States,White
70,88702,9,12,0,31,Never-married,Husband,Male,Other-service,State-gov,United-States,White
17,188210,9,0,0,9,Married-civ-spouse,Own-child,Male,Other-service,Self-emp-not-inc,United-States,Black
34,135023,13,0,0,31,Never-married,Husband,Male,Prof-specialty,Private,France,White
28,140342,11,0,0,49,Never-married,Husband,Male,Prof-specialty,Private,United-States,White
67,358484,13,3,0,44,Married-civ-spouse,Other-relative,Male,Farming-fishing,Private,United-States,White
42,167980,9,3,0,40,Never-married,Husband,Male,Craft-repair,Private,India,Asian-Pac-Islander
19,111881,9,0,0,40,Never-married,Husband,Male,Craft-repair,Local-gov,United-States,White
35,183273,13,5,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
45,119286,9,0,0,51,Married-civ-spouse,Not-in-family,Male,Prof-specialty,Private,United-States,White
29,220149,9,2,0,40,Divorced,Unmarried,Female,Other-service,Private,United-States,White
39,112977,9,14844,0,29,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
23,123884,14,0,0,40,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
45,148374,10,3,0,58,Married-civ-spouse,Unmarried,Female,Adm-clerical,Private,England,White
18,320024,10,2,0,60,Never-married,Not-in-family,Male,Protective-serv,Private,United-States,White
37,143511,2,0,0,36,Married-civ-spouse,Husband,Male,Sales,Private,United-States,Black
45,119375,9,0,0,35,Widowed,Not-in-family,Male,Exec-managerial,Private,United-States,White
23,214923,13,1,0,40,Never-married,Husband,Male,Sales,Private,United-States,Asian-Pac-Islander
35,182793,10,3,0,40,Married-civ-spouse,Own-child,Female,Exec-managerial,State-gov,United-States,White
55,101434,11,0,0,36,Never-married,Husband,Male,Craft-repair,Private,United-States,White
39,280827,2,2,0,40,Married-civ-spouse,Not-in-family,Female,Exec-managerial,Private,United-States,White
30,48589,9,2,0,49,Never-married,Husband,Male,Sales,Private,United-States,White
47,110186,10,0,0,36,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
36,313727,13,3,0,40,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,White
38,164475,9,4,0,27,Divorced,Husband,Male,Exec-managerial,Private,United-States,White
47,172182,9,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Private,Nicaragua,White
17,188584,15,11,0,51,Married-civ-spouse,Own-child,Female,Other-service,Private,United-States,White
29,53701,13,0,0,49,Widowed,Own-child,Male,Tech-support,Private,United-States,White
51,302400,9,0,0,40,Married-civ-spouse,Unmarried,Female,Prof-specialty,Self-emp-not-inc,United-States,White
33,308058,13,3,0,60,Never-married,Not-in-family,Female,Exec-managerial,Private,United-States,Black
62,121359,14,13,0,40,Never-married,Husband,Male,Prof-specialty,Private,United-States,White
17,167612,13,9,0,29,Never-married,Unmarried,Female,Prof-specialty,Private,United-States,White
41,136446,10,0,0,65,Divorced,Husband,Male,Exec-managerial,Private,United-States,White
51,119643,10,13,0,54,Widowed,Husband,Male,Exec-managerial,Private,United-States,Black
52,57197,13,99999,0,29,Married-civ-spouse,Husband,Male,Sales,Private,China,Other
51,67260,9,0,0,40,Married-civ-spouse,Unmarried,Male,Machine-op-inspct,Private,United-States,White
29,188749,10,9,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Private,Italy,Black
58,162201,9,0,0,61,Married-civ-spouse,Own-child,Female,Other-service,Self-emp-not-inc,United-States,White
41,180957,10,1,1888,40,Married-civ-spouse,Husband,Male,Sales,Private,United-States,Black
53,133748,9,5,1895,40,Married-civ-spouse,Unmarried,Female,Other-service,Private,Holand-Netherlands,White
28,35890,14,5,0,17,Married-civ-spouse,Husband,Male,Other-service,Private,United-States,White
27,138737,10,0,0,20,Never-married,Wife,Female,Exec-managerial,Federal-gov,United-States,White
19,91498,12,0,0,73,Never-married,Husband,Male,Craft-repair,Self-emp-not-inc,United-States,White
80,352299,10,10,1898,40,Married-civ-spouse,Not-in-family,Male,Adm-clerical,Self-emp-inc,United-States,White
35,115811,9,0,0,60,Married-civ-spouse,Unmarried,Female,Other-service,Local-gov,United-States,White
17,170909,3,0,0,30,Never-married,Not-in-family,Female,Adm-clerical,Private,United-States,White
21,189917,14,10,0,36,Never-married,Husband,Male,Craft-repair,Private,United-States,Black
49,312417,9,0,0,38,Separated,Wife,Female,Other-service,Private,South,White
32,208604,13,7,0,40,Married-civ-spouse,Husband,Male,Transport-moving,Private,United-States,White
87,203416,14,13,0,58,Widowed,Not-in-family,Male,Handlers-cleaners,Self-emp-not-inc,United-States,White
18,270470,13,10,0,40,Never-married,Not-in-family,Female,Adm-clerical,Private,United-States,Black
50,232192,15,6772,0,57,Divorced,Unmarried,Female,Handlers-cleaners,Private,United-States,Black
36,108565,12,21,0,49,Married-civ-spouse,Own-child,Female,Adm-clerical,Private,United-States,White
22,215122,14,0,0,16,Never-married,Own-child,Male,Transport-moving,Private,Vietnam,White
51,25049,15,0,0,8,Married-civ-spouse,Unmarried,Female,Adm-clerical,Self-emp-not-inc,United-States,White
24,243459,13,0,0,60,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
38,282218,7,0,0,40,Never-married,Not-in-family,Male,Exec-managerial,Private,United-States,White
29,177227,13,8,0,40,Separated,Not-in-family,Male,Exec-managerial,Private,United-States,Black
35,361263,13,10,0,23,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
17,164014,10,4,0,31,Never-married,Husband,Male,Adm-clerical,Private,United-States,White
31,443048,9,6,0,20,Married-civ-spouse,Not-in-family,Male,Exec-managerial,State-gov,United-States,White
19,339220,8,0,0,40,Never-married,Not-in-family,Female,Adm-clerical,State-gov,United-States,White
68,368460,9,4,0,57,Widowed,Own-child,Female,Machine-op-inspct,Self-emp-not-inc,United-States,White
38,151886,12,5,0,40,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
56,268618,13,0,0,13,Divorced,Husband,Male,Adm-clerical,Private,United-States,White
51,56186,15,7757,0,40,Never-married,Husband,Male,Other-service,Private,United-States,White
29,236676,9,4,0,40,Married-civ-spouse,Not-in-family,Male,Farming-fishing,Private,United-States,White
33,195664,13,0,0,45,Married-civ-spouse,Husband,Male,Craft-repair,State-gov,United-States,White
37,172630,7,0,0,40,Married-civ-spouse,Not-in-family,Male,Sales,Private,United-States,Black
37,151945,10,0,0,40,Married-civ-spouse,Husband,Male,Sales,Local-gov,United-States,White
29,132845,9,3,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
45,55143,13,6,0,46,Divorced,Husband,Male,Prof-specialty,Private,United-States,White
59,165135,10,6,0,50,Married-civ-spouse,Own-child,Male,Adm-clerical,Private,United-States,White
22,143364,9,0,0,40,Never-married,Husband,Male,Farming-fishing,Self-emp-not-inc,United-States,White
29,124856,9,0,0,40,Married-civ-spouse,Not-in-family,Male,Transport-moving,Private,United-States,White
30,341868,12,0,0,47,Never-married,Husband,Male,Adm-clerical,Private,United-States,White
22,149319,13,0,0,47,Married-civ-spouse,Not-in-family,Male,Prof-specialty,Private,United-States,White
36,396174,9,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,Private,United-States,White
46,158803,13,1,0,52,Married-spouse-absent,Own-child,Female,Craft-repair,Private,United-States,White
47,189890,5,0,1670,40,Divorced,Husband,Male,Other-service,Private,United-States,White
34,182750,13,1,1514,27,Never-married,Husband,Male,Transport-moving,Private,United-States,Black
45,288702,15,0,0,40,Never-married,Own-child,Male,Transport-moving,State-gov,United-States,White
55,61308,9,7,0,77,Widowed,Not-in-family,Male,Prof-specialty,Private,United-States,White
33,218961,8,0,0,64,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
28,279223,9,0,0,57,Divorced,Husband,Male,Adm-clerical,Private,United-States,White
66,134825,14,3,0,40,Widowed,Not-in-family,Female,Craft-repair,Self-emp-inc,United-States,White
22,191877,6,0,0,45,Never-married,Husband,Male,Craft-repair,Private,United-States,White
32,177838,13,7312,0,89,Married-civ-spouse,Husband,Male,Adm-clerical,Local-gov,United-States,White
33,126254,8,0,0,48,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,White
52,53512,9,0,0,49,Married-civ-spouse,Own-child,Female,Exec-managerial,Private,United-States,Black
24,85846,13,2,0,44,Never-married,Own-child,Male,Other-service,Private,United-States,White
36,125818,5,0,0,47,Married-civ-spouse,Husband,Male,Machine-op-inspct,Private,United-States,White
29,167238,10,2,0,55,Married-civ-spouse,Not-in-family,Male,Farming-fishing,Private,United-States,White
30,159434,6,0,0,9,Never-married,Wife,Female,Exec-managerial,Private,United-States,Asian-Pac-Islander
32,48865,9,6675,0,51,Married-civ-spouse,Other-relative,Male,Transport-moving,State-gov,United-States,White
53,298745,9,11,0,38,Married-civ-spouse,Wife,Female,Exec-managerial,Private,United-States,Black
34,324323,14,8,0,45,Married-civ-spouse,Husband,Male,Prof-specialty,State-gov,United-States,White
53,275204,10,9,0,55,Married-civ-spouse,Own-child,Male,Craft-repair,Private,United-States,White
20,218680,9,0,0,40,Never-married,Not-in-family,Male,Transport-moving,Private,United-States,White
30,204139,9,6,0,64,Divorced,Husband,Male,Exec-managerial,Private,Mexico,White
41,315670,10,0,0,40,Divorced,Not-in-family,Male,Craft-repair,Private,United-States,Black
34,296715,15,8,0,50,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
51,227487,8,0,0,40,Divorced,Not-in-family,Male,Transport-moving,Self-emp-inc,United-States,Black
28,18100,9,0,0,29,Never-married,Own-child,Female,Prof-specialty,Private,United-States,White
47,211750,13,0,0,40,Married-civ-spouse,Not-in-family,Female,Exec-managerial,Self-emp-inc,United-States,White
42,112996,13,2,0,40,Never-married,Not-in-family,Female,Sales,Private,United-States,White
33,134524,9,0,0,60,Married-civ-spouse,Not-in-family,Male,Craft-repair,Private,United-States,White
49,40003,13,0,0,40,Divorced,Unmarried,Female,Adm-clerical,State-gov,United-States,White
20,258246,13,0,0,40,Never-married,Own-child,Male,Prof-specialty,Private,United-States,White
27,135200,4,0,0,40,Never-married,Husband,Male,Adm-clerical,Private,United-States,White
37,153206,8,0,0,40,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
29,115755,12,0,0,50,Married-civ-spouse,Husband,Male,Machine-op-inspct,Private,United-States,White
35,264082,13,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,Private,United-States,White
39,200793,9,3,0,54,Married-civ-spouse,Husband,Male,Tech-support,Private,United-States,White
65,153787,13,0,0,40,Divorced,Own-child,Female,Sales,Private,United-States,White
26,116256,14,0,0,45,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
45,238390,9,0,0,40,Divorced,Own-child,Female,Adm-clerical,Self-emp-inc,United-States,Black
47,90582,11,6,0,40,Divorced,Unmarried,Female,Sales,State-gov,United-States,White
24,224957,9,4,0,60,Never-married,Not-in-family,Female,Adm-clerical,Private,United-States,White
21,165948,10,0,0,51,Never-married,Husband,Male,Machine-op-inspct,State-gov,United-States,White
43,218987,10,0,0,40,Married-civ-spouse,Wife,Female,Prof-specialty,Private,United-States,White
29,60592,7,0,0,40,Never-married,Husband,Male,Exec-managerial,Self-emp-not-inc,United-States,White
30,229947,9,0,0,37,Married-civ-spouse,Not-in-family,Female,Sales,Self-emp-inc,United-States,White
34,179158,5,7771,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Local-gov,United-States,White
60,126064,10,2,0,40,Married-civ-spouse,Unmarried,Male,Farming-fishing,State-gov,United-States,White
37,160853,13,0,1968,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,Self-emp-inc,United-States,White
20,165392,10,0,0,40,Never-married,Not-in-family,Female,Other-service,Private,United-States,White
45,348338,9,0,0,61,Separated,Not-in-family,Male,Sales,Private,United-States,White
34,122152,11,7009,0,40,Married-civ-spouse,Husband,Male,Protective-serv,Private,Mexico,White
23,116130,10,0,0,40,Never-married,Husband,Male,Machine-op-inspct,Private,United-States,White
26,42028,9,5133,0,40,Never-married,Not-in-family,Female,Adm-clerical,State-gov,United-States,White
35,163117,8,1,0,40,Divorced,Own-child,Male,Machine-op-inspct,Private,El-Salvador,White
30,207344,8,8,0,40,Married-spouse-absent,Not-in-family,Male,Sales,State-gov,United-States,Black
22,236961,10,3,0,36,Never-married,Husband,Male,Farming-fishing,Private,United-States,White
22,33921,3,0,0,24,Never-married,Husband,Male,Handlers-cleaners,Private,United-States,White
48,104867,2,6,0,20,Married-civ-spouse,Wife,Female,Prof-specialty,Private,United-States,White
27,179711,10,0,0,58,Never-married,Own-child,Male,Prof-specialty,Private,United-States,White
44,224875,5,2,0,50,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
17,134357,9,2194,0,28,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
45,52484,9,0,0,40,Divorced,Unmarried,Female,Handlers-cleaners,Private,United-States,Asian-Pac-Islander
20,285706,9,11,0,40,Never-married,Wife,Female,Sales,Private,United-States,White
60,379444,9,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
58,94506,13,8,0,50,Never-married,Husband,Male,Craft-repair,Self-emp-not-inc,United-States,White
23,279237,10,0,0,40,Never-married,Husband,Male,Machine-op-inspct,Private,United-States,Asian-Pac-Islander
57,296128,14,3165,0,51,Married-civ-spouse,Unmarried,Female,Sales,Self-emp-not-inc,United-States,White
17,412675,9,0,0,40,Never-married,Not-in-family,Female,Prof-specialty,Private,United-States,Black
22,190825,2,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
51,41034,13,0,0,40,Married-civ-spouse,Not-in-family,Female,Prof-specialty,Private,United-States,White
61,33096,10,3,0,40,Divorced,Wife,Female,Adm-clerical,State-gov,United-States,White
42,108939,9,0,0,40,Married-civ-spouse,Not-in-family,Male,Other-service,Private,United-States,White
22,169913,10,0,1893,36,Never-married,Not-in-family,Male,Handlers-cleaners,Private,United-States,Black
21,256753,9,0,0,50,Married-civ-spouse,Unmarried,Female,Exec-managerial,Private,United-States,White
36,220254,9,15,0,16,Separated,Husband,Male,Prof-specialty,Private,United-States,White
77,56456,9,0,0,40,Divorced,Unmarried,Female,Tech-support,Private,United-States,White
34,239799,14,7,0,46,Married-civ-spouse,Not-in-family,Female,Other-service,Private,United-States,White
34,57981,13,3,0,59,Married-civ-spouse,Not-in-family,Male,Exec-managerial,Private,United-States,White
36,201627,15,7,0,40,Separated,Own-child,Female,Prof-specialty,Private,United-States,White
39,365412,13,0,0,63,Married-civ-spouse,Husband,Male,Prof-specialty,Federal-gov,United-States,Black
55,164918,9,7,0,36,Never-married,Wife,Female,Other-service,Self-emp-inc,United-States,White
69,95389,13,9,0,40,Widowed,Not-in-family,Female,Adm-clerical,Private,Mexico,White
20,218500,14,6,0,58,Never-married,Unmarried,Female,Adm-clerical,Private,Vietnam,White
39,110105,13,0,0,40,Married-civ-spouse,Own-child,Female,Exec-managerial,State-gov,United-States,White
18,496828,9,0,0,50,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
30,274631,9,3147,0,40,Never-married,Husband,Male,Sales,Private,United-States,White
35,49639,9,9,0,28,Married-civ-spouse,Unmarried,Female,Prof-specialty,Private,United-States,White
26,176046,12,5,0,50,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,White
42,108271,9,0,0,20,Married-spouse-absent,Own-child,Female,Adm-clerical,Private,Philippines,White
32,114762,9,0,0,28,Married-civ-spouse,Not-in-family,Male,Machine-op-inspct,Private,United-States,White
39,210778,13,2328,0,50,Never-married,Husband,Male,Craft-repair,Private,United-States,White
43,126344,9,1,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
45,360383,13,1,0,45,Married-civ-spouse,Husband,Male,Prof-specialty,Self-emp-not-inc,United-States,White
34,180477,10,2,0,51,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
40,193995,10,0,0,66,Never-married,Unmarried,Male,Exec-managerial,Private,United-States,White
49,190926,8,4,0,40,Married-civ-spouse,Other-relative,Male,Craft-repair,Local-gov,United-States,White
50,214746,9,3,0,45,Married-civ-spouse,Husband,Male,Transport-moving,Private,United-States,Black
19,114391,14,4,0,40,Never-married,Own-child,Female,Machine-op-inspct,Private,United-States,White
34,120195,10,1814,1636,20,Divorced,Husband,Male,Machine-op-inspct,Private,United-States,White
